Company,Name,Fuel,Capacity,Start_date,Location
Lark,Ketton Solar Phase 2,Solar,3.1,2015,East Midlands
Lark,Langford Solar Farm,Solar,13.2,2015,Eastern
Lark,Langley Priory Solar Farm,Solar,2.0,2015,East Midlands
Lark,Limes Farm Wickham Solar,Solar,5.8,2013,East Midlands
Lark,Little Irchester ,Solar,4.7,2016,East Midlands
Lark,Lodge Farm1,Solar,1.0,2016,South East
Lark,Monty's farm,Solar,4.6,2016,South West
Lark,Park Lane,Solar,0.9,2016,West Midlands
Lark,Pond Farm Solar Farm,Solar,3.6,2014,Eastern
Lark,Sywell,Solar,5.0,2017,East Midlands
Lark,Temple Normanton,Solar,4.9,2016,East Midlands
Lark,Thornborough Grounds,Solar,5.0,2016,South East
Lark,Wellingborough Solar Farm,Solar,8.5,2014,East Midlands
Lark,William's Farm,Solar,4.2,2016,Wales
Lark,Wroxton Solar Farm,Solar,1.8,2014,South East
Lark,Nixey Farm - Chalgrove - Solar Farm,Solar,21.3,2015,South East
LightsourceBP,Acrefair,Solar,5.0,2015,Wales
LightsourceBP,Beckton,Solar,0.5,2011,London
LightsourceBP,Benbole,Solar,1.7,2011,South West
LightsourceBP,Bentley Estate,Solar,4.8,2015,South East
LightsourceBP,Bentley Estate 2,Solar,5.0,2016,South East
LightsourceBP,Binsted,Solar,5.0,2016,South East
LightsourceBP,Blatchworthy,Solar,1.4,2013,South West
LightsourceBP,Bodmin,Solar,5.0,2015,South West
LightsourceBP,Bolsovermoor Quarry ,Solar,5.0,2017,East Midlands
LightsourceBP,Brook Farm,Solar,8.9,2016,South East
LightsourceBP,Brynteg,Solar,14.8,2014,Wales
LightsourceBP,Burnthouse,Solar,4.8,2015,Eastern
LightsourceBP,Burthy,Solar,13.1,2015,South West
LightsourceBP,Bury Lane,Solar,22.2,2014,Eastern
LightsourceBP,Castle Combe,Solar,15.3,2015,South West
LightsourceBP,Charity Farm - CfD,Solar,14.4,2016,West Midlands
LightsourceBP,Chittering,Solar,5.0,2012,Eastern
LightsourceBP,Church Farm - Slapton,Solar,5.0,2015,South East
LightsourceBP,Cleave Farm,Solar,4.6,2013,South West
LightsourceBP,Cold Harbour,Solar,5.0,2015,Yorkshire and Humber
LightsourceBP,Crookedstone,Solar,4.8,2016,Northern Ireland
LightsourceBP,Crossness,Solar,1.5,2011,London
LightsourceBP,Crucis Farm,Solar,16.1,2014,South West
LightsourceBP,Crundale,Solar,43.7,2014,Wales
LightsourceBP,Cwrt Henllys,Solar,5.0,2016,Wales
LightsourceBP,Dunsfold,Solar,2.0,2011,South East
LightsourceBP,Eastacombe,Solar,3.6,2012,South West
LightsourceBP,Epwell,Solar,9.0,2014,South East
LightsourceBP,Exning,Solar,30.3,2015,Eastern
LightsourceBP,Fairwinds,Solar,12.2,2014,Eastern
LightsourceBP,Fareham,Solar,20.5,2014,South East
LightsourceBP,Fawley (Langley),Solar,5.0,2012,South East
LightsourceBP,Ffos Las,Solar,5.0,2012,Wales
LightsourceBP,Fields Farm (Agden) ,Solar,5.0,2017,West Midlands
LightsourceBP,Francis Court,Solar,4.2,2017,South West
LightsourceBP,Gelli Gron,Solar,3.6,2016,Wales
LightsourceBP,Great Knowles,Solar,2.9,2012,South West
LightsourceBP,Green Lane,Solar,4.2,2017,West Midlands
LightsourceBP,Hadley Farm,Solar,5.0,2015,West Midlands
LightsourceBP,Hawton,Solar,4.9,2016,East Midlands
LightsourceBP,Henbury Quarry,Solar,3.7,2015,South West
LightsourceBP,Hill Farm,Solar,7.7,2015,Wales
LightsourceBP,Hill Hall Farm,Solar,5.0,2016,Eastern
LightsourceBP,Hill House Farm,Solar,28.3,2015,South West
LightsourceBP,High point,Solar,3.7,2017,West Midlands
LightsourceBP,Horam,Solar,8.1,2014,South East
LightsourceBP,Hornacott,Solar,5.0,2015,South West
LightsourceBP,Howbery,Solar,0.7,2011,South East
LightsourceBP,Howton,Solar,5.0,2011,South West
LightsourceBP,Knowlton,Solar,11.5,2014,South East
LightsourceBP,Langton (FIT),Solar,4.3,2015,Wales
LightsourceBP,Langunnett,Solar,6.2,2013,South West
LightsourceBP,Lawrence End Park,Solar,5.0,2015,Eastern
LightsourceBP,Little Neath,Solar,6.1,2015,Wales
LightsourceBP,Maes Bach,Solar,4.6,2015,Wales
LightsourceBP,Manor Farm Eggington,Solar,5.0,2015,Eastern
LightsourceBP,Manston,Solar,9.8,2014,South East
LightsourceBP,Marston,Solar,4.5,2011,East Midlands
LightsourceBP,Meadow Farm (Thorpe Lanton) ,Solar,5.0,2014,Eastern
LightsourceBP,Millar Farm,Solar,7.2,2017,Northern Ireland
LightsourceBP,Moor Solar 1,Solar,1.7,2011,East Midlands
LightsourceBP,Moor Solar 2,Solar,1.1,2011,East Midlands
LightsourceBP,Morfa,Solar,2.0,2016,Wales
LightsourceBP,Nefyn (Tyddyn Cae),Solar,4.9,2015,Wales
LightsourceBP,NI Cluster Belfast Road,Solar,0.0,2017,Northern Ireland
LightsourceBP,NI Cluster Hillside,Solar,0.0,2017,Northern Ireland
LightsourceBP,NI Cluster Knockairn Road,Solar,0.0,2017,Northern Ireland
LightsourceBP,NI Cluster Lough Road,Solar,0.0,2016,Northern Ireland
LightsourceBP,NI Cluster Moira Road,Solar,0.0,2017,Northern Ireland
LightsourceBP,Norrington,Solar,11.1,2014,South West
LightsourceBP,North Tenement,Solar,5.0,2017,Wales
LightsourceBP,Park Farm West ,Solar,3.9,2017,Wales
LightsourceBP,Pen Rhiw ,Solar,4.7,2017,Wales
LightsourceBP,Pont Andrew,Solar,1.5,2012,Wales
LightsourceBP,Prestop Park,Solar,15.9,2015,East Midlands
LightsourceBP,Primrose Hill,Solar,4.3,2012,Yorkshire and Humber
LightsourceBP,Promens,Solar,1.6,2011,Eastern
LightsourceBP,QE2 Reservoir,Solar,6.3,2016,South East
LightsourceBP,RedHill Farm ,Solar,4.8,2015,South West
LightsourceBP,Rudge Hill Farm,Solar,1.0,2013,South West
LightsourceBP,Safeguard Bradwall,Solar,5.0,2017,North West
LightsourceBP,Sandhill,Solar,1.9,2011,South West
LightsourceBP,Says Court,Solar,19.8,2014,South West
LightsourceBP,School Aycliffe,Solar,5.0,2015,North East
LightsourceBP,Shaftesbury,Solar,5.0,2015,South West
LightsourceBP,Sharland Farm ,Solar,2.8,2017,South West
LightsourceBP,Sheriffhales,Solar,5.0,2015,West Midlands
LightsourceBP,South Creake,Solar,26.0,2016,Eastern
LightsourceBP,St Francis,Solar,4.3,2015,South East
LightsourceBP,Stragglethorpe,Solar,5.0,2016,East Midlands
LightsourceBP,Summerlands,Solar,0.8,2012,South West
LightsourceBP,Sundorne,Solar,18.2,2015,West Midlands
LightsourceBP,Trefinnick,Solar,4.4,2013,South West
LightsourceBP,Treguff,Solar,3.7,2015,Wales
LightsourceBP,Trevemper,Solar,1.7,2011,South West
LightsourceBP,Upper Clayhill,Solar,4.7,2015,South East
LightsourceBP,Walton,Solar,1.8,2011,South East
LightsourceBP,West Bradley,Solar,1.0,2012,South West
LightsourceBP,West Farm,Solar,7.6,2013,Wales
LightsourceBP,Westwood,Solar,9.2,2014,South East
LightsourceBP,Wheal Jane,Solar,1.4,2011,South West
LightsourceBP,Wick Red Farm,Solar,5.0,2016,South West
LightsourceBP,Wilburton,Solar,5.0,2011,Eastern
LightsourceBP,Wrockwardine,Solar,10.5,2015,West Midlands
LightsourceBP,Lough Road PV,Solar,32.1,2017,Northern Ireland
Londonwaste Limited,Edmonton,Waste,60.0,1970,London
Magnox Ltd,Maentwrog,Hydro,35.3,1928,Wales
Marchwood Power Limited,Marchwood,CCGT,920.0,2009,South East
Multifuel energy ltd,Ferrybridge Multi-fuel,Waste,79.0,2015,Yorkshire & Humber
Octopus energy,Abbots Ripton,Solar,24.7,2014,Eastern
Octopus energy,Apse,Solar,3.1,2013,South East
Octopus energy,Ash Row,Solar,5.0,2015,Yorkshire and Humber
Octopus energy,Avenue Farm,Solar,7.6,2015,Eastern
Octopus energy,Averill Farm,Solar,5.0,2015,East Midlands
Octopus energy,Barn Farm,Solar,4.6,2015,Eastern
Octopus energy,Barton,Solar,1.2,2012,South West
Octopus energy,Birch Estate,Solar,5.0,2015,Eastern
Octopus energy,Bishops Sutton,Solar,12.0,2014,South East
Octopus energy,Bradford,Solar,5.3,2013,South West
Octopus energy,Bratton,Solar,5.0,2013,South West
Octopus energy,Brickkiln Lane,Solar,5.0,2016,Eastern
Octopus energy,Broadgate,Solar,1.1,2012,South West
Octopus energy,Bryn Yr Odyn,Solar,14.9,2015,Wales
Octopus energy,Burntstalks,Solar,11.5,2013,Eastern
Octopus energy,Bystock Farm,Solar,4.1,2015,South West
Octopus energy,Carlisle Estate,Solar,5.0,2016,North West
Octopus energy,Causilgey,Solar,5.0,2013,South West
Octopus energy,Chalcroft,Solar,6.3,2013,South East
Octopus energy,Chawton,Solar,3.7,2013,South East
Octopus energy,Chediston,Solar,12.3,2013,Eastern
Octopus energy,Chisbon,Solar,12.3,2015,Eastern
Octopus energy,Clann Farm,Solar,1.5,2014,South West
Octopus energy,Cloford Common,Solar,5.0,2015,South West
Octopus energy,Crapnell (Dinder),Solar,4.7,2014,South West
Octopus energy,Craymarsh,Solar,1.8,2012,South West
Octopus energy,Dairy House,Solar,3.4,2016,North West
Octopus energy,Decoy,Solar,5.3,2014,South East
Octopus energy,Drapers Farm,Solar,6.0,2014,Eastern
Octopus energy,Eakring,Solar,11.8,2015,East Midlands
Octopus energy,Ellicombe,Solar,1.3,2013,South West
Octopus energy,Ermine,Solar,32.4,2014,East Midlands
Octopus energy,Guisborough,Solar,5.0,2016,North East
Octopus energy,Hatchlands,Solar,5.2,2013,South West
Octopus energy,Hazard,Solar,5.7,2014,South West
Octopus energy,Hewas,Solar,6.0,2013,South West
Octopus energy,Higher Knapp,Solar,1.5,2013,South West
Octopus energy,Higher Pirzwell,Solar,1.2,2012,South West
Octopus energy,Higher Trenhayle,Solar,2.9,2013,South West
Octopus energy,Hollamoor,Solar,2.2,2012,South West
Octopus energy,Hollies,Solar,8.6,2013,East Midlands
Octopus energy,Holtwood,Solar,5.0,2016,East Midlands
Octopus energy,Hullavington,Solar,8.3,2014,South West
Octopus energy,Kia Ora,Solar,1.8,2013,South West
Octopus energy,Lawn Lane,Solar,4.3,2016,West Midlands
Octopus energy,Lenham,Solar,6.6,2014,South East
Octopus energy,Lexham,Solar,7.9,2013,Eastern
Octopus energy,Little Morton Farm,Solar,14.3,2014,East Midlands
Octopus energy,Little T,Solar,5.4,2013,South West
Octopus energy,Littleton,Solar,12.0,2015,South West
Octopus energy,Lodge Farm - Orston,Solar,12.0,2014,East Midlands
Octopus energy,Lovedean,Solar,4.5,2013,South East
Octopus energy,Luson,Solar,1.9,2013,South West
Octopus energy,Manor Farm Dorset,Solar,4.9,2014,South West
Octopus energy,Marley Thatch,Solar,6.2,2013,South West
Octopus energy,Melborn Black Peak,Solar,19.0,2015,Eastern
Octopus energy,Melborn Muncey,Solar,30.9,2015,Eastern
Octopus energy,Mill Hill,Solar,5.0,2015,Yorkshire and Humber
Octopus energy,Mingay Farm (Wilburton 2),Solar,19.3,2014,Eastern
Octopus energy,Molland,Solar,5.0,2016,South West
Octopus energy,Mopley,Solar,3.0,2012,South East
Octopus energy,Mount Mill,Solar,12.0,2015,East Midlands
Octopus energy,Natewood,Solar,9.0,2015,South East
Octopus energy,New Row Farm,Solar,4.5,2014,South West
Octopus energy,Newlands,Solar,4.3,2013,South West
Octopus energy,Ninnis,Solar,3.9,2013,South West
Octopus energy,North Perrott Fruit Farm,Solar,0.8,2013,South West
Octopus energy,North Wayton,Solar,8.4,2014,South West
Octopus energy,Northmoor,Solar,4.9,2015,South West
Octopus energy,Palfreys Barton,Solar,1.0,2013,South West
Octopus energy,Parciau,Solar,12.7,2015,Wales
Octopus energy,Park Wall,Solar,5.0,2013,South West
Octopus energy,Parkhouse,Solar,6.6,2013,South East
Octopus energy,Penhale,Solar,3.5,2013,South West
Octopus energy,Peter Hill,Solar,5.0,2016,Yorkshire and Humber
Octopus energy,Pitchford,Solar,21.0,2015,West Midlands
Octopus energy,Pitts Farm,Solar,3.2,2014,South West
Octopus energy,Pollington Airfield,Solar,4.6,2015,Yorkshire and Humber
Octopus energy,Pyde Drove,Solar,8.4,2014,South West
Octopus energy,Ratcliffe House Farm,Solar,3.5,2015,East Midlands
Octopus energy,Reaches,Solar,6.2,2014,Eastern
Octopus energy,Rew Farm,Solar,5.1,2014,South West
Octopus energy,Rudge Manor,Solar,6.4,2013,South West
Octopus energy,Rydon Farm,Solar,9.6,2015,South West
Octopus energy,Ryston Estate Solar Plant,Solar,4.6,2015,Eastern
Octopus energy,Sheriffhales CIC,Solar,3.2,2015,West Midlands
Octopus energy,Shipton Bellinger,Solar,5.4,2013,South East
Octopus energy,Singrug,Solar,12.0,2015,Wales
Octopus energy,Six Hills,Solar,18.7,2015,East Midlands
Octopus energy,Slaughtergate,Solar,1.8,2013,South West
Octopus energy,Somerton Door,Solar,8.7,2015,South West
Octopus energy,Southcombe Farm,Solar,1.2,2013,South West
Octopus energy,Spittleborough Farm,Solar,9.1,2014,South West
Octopus energy,Stables (Lightsource),Solar,1.0,2012,South East
Octopus energy,Staining Wood,Solar,5.0,2016,North West
Octopus energy,Stratton Hall,Solar,11.8,2014,Eastern
Octopus energy,Strete,Solar,4.9,2013,South West
Octopus energy,Sutton Mawr,Solar,7.5,2014,Wales
Octopus energy,Sycamore,Solar,19.0,2014,South East
Octopus energy,Tavells,Solar,5.4,2013,South East
Octopus energy,The Breck,Solar,5.0,2016,East Midlands
Octopus energy,The Hydes,Solar,10.7,2014,Eastern
Octopus energy,Thoresby,Solar,19.8,2015,East Midlands
Octopus energy,Till House,Solar,10.5,2014,South West
Octopus energy,Tooleys Solar Farm,Solar,5.0,2015,Eastern
Octopus energy,Tredown Farm,Solar,1.4,2013,South West
Octopus energy,Tregassow,Solar,5.9,2013,South West
Octopus energy,Trench Farm,Solar,5.0,2015,Wales
Octopus energy,Turves,Solar,5.0,2013,Eastern
Octopus energy,Upper Farringdon,Solar,6.2,2015,South East
Octopus energy,Walland Farm,Solar,5.0,2015,South West
Octopus energy,Waterloo ,Solar,28.7,2015,Eastern
Octopus energy,Wedgehill,Solar,13.5,2015,South West
Octopus energy,Week Farm 2 (Week Farm Solar Park),Solar,3.7,2014,South West
Octopus energy,West Hall,Solar,5.5,2014,Wales
Octopus energy,Westerfield,Solar,13.0,2015,South East
Octopus energy,Westwood Farm,Solar,5.1,2015,East Midlands
Octopus energy,Whiddon Farm,Solar,0.9,2013,South West
Octopus energy,Wiggin Hill,Solar,11.4,2015,Eastern
Octopus energy,Willsland,Solar,3.3,2013,South West
Octopus energy,Woodlands Farm,Solar,13.2,2015,South East
Orsted,Barrow,Wind (offshore),90.0,2006,North West
Orsted,Burbo Extension Offshore Windfarm,Wind (offshore),259.0,2017,North West
Orsted,Burbo Offshore Windfarm,Wind (offshore),90.0,2007,North West
Orsted,Gunfleet Sands 1 & 2 Ltd.,Wind (offshore),172.8,2010,Eastern
Orsted,Gunfleet Sands 3,Wind (offshore),12.0,2013,Eastern
Orsted,Lincs,Wind (offshore),270.0,2013,East Midlands
Orsted,Race Bank,Wind (offshore),548.1,2018,Eastern
Orsted,Walney 1 & 2,Wind (offshore),368.0,2012,North West
Orsted,Walney 3,Wind (offshore),330.0,2017,North West
Orsted,West of Duddon Sands,Wind (offshore),388.8,2014,North West
Orsted,Westermost Rough,Wind (offshore),210.0,2014,Yorkshire and Humber
Peel energy,Frodsham Wind Farm Ltd,Wind,50.4,2016,North West
Peel energy,Port of Sheerness Wind Farm Ltd,Wind,8.2,2016,South East
Peel energy,Seaforth Wind Farm Ltd,Wind,3.0,1999,North West
REG power,Barlborough,Wind,0.8,2016,East Midlands
REG power,Batsworthy Cross,Wind,18.5,2016,South West
REG power,Brackagh Quarry,Wind,5.0,2017,Northern Ireland
REG power,Braich Ddu,Wind,3.9,2007,Wales
REG power,Burnthouse Farm,Wind,6.2,2013,Eastern
REG power,Denzell Downs Windfarm,Wind,10.3,2015,South West
REG power,French Farm,Wind,4.0,2016,Eastern
REG power,Glens of Foudland,Wind,26.0,2005,Scotland
REG power,Goonhilly Downs Wind Farm,Wind,12.1,1993,South West
REG power,High Down,Wind,0.5,2016,South West
REG power,High Haswell Wind Farm,Wind,4.1,2016,North East
REG power,High Pow,Wind,3.9,2007,North West
REG power,High Sharpley,Wind,2.6,2006,North East
REG power,Loscar,Wind,4.5,2016,Yorkshire and Humber
REG power,Mynydd Brombil,Wind,8.0,2017,Wales
REG power,Mynydd Portref,Wind,12.0,2012,Wales
REG power,Orchard End Windfarm,Wind,4.1,2013,North West
REG power,Ramsey,Wind,1.8,2016,Eastern
REG power,Ramsey 2 Wind Farm,Wind,8.2,2015,Eastern
REG power,Rodbaston,Wind,2.1,2017,West Midlands
REG power,Roskrow Barton,Wind,1.7,2007,South West
REG power,Sancton Hill Wind Farm,Wind,10.4,2012,Yorkshire and Humber
REG power,South Sharpley Wind Farm,Wind,6.2,2013,North East
REG power,St Breock,Wind,10.3,2015,South West
REG power,Whittlesey,Wind,1.8,2016,Eastern
REG power,Goonhilly Solar,Solar,4.5,2014,South West
REG power,Hale Farm Solar,Solar,12.2,2015,South West
REG power,Mendennick Solar,Solar,2.6,2016,South West
REG power,SPD 2 Hall Farm,Solar,14.9,2016,Eastern
REG power,SPD 3 Grange Farm,Solar,9.5,2015,East Midlands
REG power,SPD 4 Gelliwern,Solar,6.2,2015,Wales
REG power,UK Solar (Hartwell) LLP,Solar,18.6,2015,East Midlands
REG power,UK Solar (Lower Newton) LLP,Solar,11.9,2015,West Midlands
Renewable energy systems,Gruig Wind Farm Limited,Wind,25.0,2009,Northern Ireland
Renewable energy systems,Todmorden Moor Wind Farm Limited,Wind,12.5,2014,Yorkshire and Humber
Renewable energy systems,Altahullion Extension Wind Farm (NI),Wind,11.7,2007,Northern Ireland
Renewable energy systems,Altahullion Wind Farm (NI),Wind,26.0,2003,Northern Ireland
Renewable energy systems,Black Hill Wind Farm (GB),Wind,28.6,2006,Scotland
Renewable energy systems,Den Brook Wind Farm (GB),Wind,18.0,2016,South West
Renewable energy systems,Dyffryn Brodyn Wind Farm (GB),Wind,5.4,1994,Wales
Renewable energy systems,Earlseat Wind Farm (GB),Wind,16.0,2014,Scotland
Renewable energy systems,Forss Extension Wind Farm (GB),Wind,5.2,2007,Scotland
Renewable energy systems,Forss Wind Farm (GB),Wind,2.0,2003,Scotland
Renewable energy systems,Four Burrows Wind Farm (GB),Wind,4.5,1995,South West
Renewable energy systems,Freasdail (GB),Wind,22.5,2017,Scotland
Renewable energy systems,Garreg Llwyd (GB),Wind,30.4,2017,Wales
Renewable energy systems,Glenchamber Wind Farm (GB),Wind,27.5,2016,Scotland
Renewable energy systems,Grange Wind Farm (GB),Wind,14.0,2013,East Midlands
Renewable energy systems,Hill of Towie Wind Farm (GB),Wind,48.3,2012,Scotland
Renewable energy systems,Jacks Lane (GB),Wind,15.0,2015,Eastern
Renewable energy systems,Kelburn Wind Farm (GB),Wind,28.0,2012,Scotland
Renewable energy systems,Lendrums Bridge Extension Wind Farm (NI),Wind,7.3,1999,Northern Ireland
Renewable energy systems,Lendrums Bridge Wind Farm (NI),Wind,5.9,2000,Northern Ireland
Renewable energy systems,Lough Hill Wind Farm (NI),Wind,7.8,2007,Northern Ireland
Renewable energy systems,Meikle Carewe Wind Farm (GB),Wind,10.2,2013,Scotland
Renewable energy systems,Minnygap (GB),Wind,25.0,2017,Scotland
Renewable energy systems,Neilston (GB),Wind,10.1,2013,Scotland
Renewable energy systems,Penmanshiel (GB),Wind,28.7,2016,Scotland
Renewable energy systems,Roos Wind Farm (GB),Wind,17.1,2013,Yorkshire and Humber
Renewable energy systems,Tallentire Wind Farm (GB),Wind,12.0,2013,North West
Renewable energy systems,Turncole Wind Farm (GB),Wind,17.5,2016,Eastern
Renewable energy systems,Wadlow Farm (GB),Wind,26.0,2012,Eastern
Renewable energy systems,Woolley Hill (GB),Wind,10.0,2015,Eastern
Renewable energy systems,Wryde Croft Wind Farm (GB),Wind,26.0,2016,Eastern
Renewable energy systems,Wix Lodge (Stour Fields),Solar,18.7,2014,Eastern
Renewable energy systems,Derriton (Tamar Heights),Solar,11.7,2014,South West
Renewable energy systems,Parley,Solar,24.2,2014,South West
Renewable energy systems,Penare,Solar,11.1,2014,South West
Renewable energy systems,Marvel (Stone Farm),Solar,5.0,2011,South East
Renewable energy systems,Parsonage (Hazel),Solar,7.0,2013,South West
Renewable energy systems,Four Burrows Solar (Kenwyn),Solar,7.2,2015,South West
Riverside Resource Recovery Limited,Riverside - Energy from Waste,Waste,80.0,2011,London
Rockfire capital,Astley,Solar,5.0,2016,West Midlands
Rockfire capital,Balcombe,Solar,5.0,2016,South East
Rockfire capital,Carrowdore,Solar,6.0,2017,Northern Ireland
Rockfire capital,Cranham,Solar,3.0,2016,London
Rockfire capital,Eckland Lodge,Solar,3.7,2016,East Midlands
Rockfire capital,Five Oaks,Solar,5.0,2011,South East
Rockfire capital,Home Farm,Solar,5.0,2017,South West
Rockfire capital,Lisburn,Solar,20.5,2017,Northern Ireland
Rockfire capital,Mill Farm,Solar,4.4,2016,East Midlands
Rockfire capital,Moor House,Solar,4.9,2016,North West
Rockfire capital,Newton,Solar,5.0,2016,Eastern
Rockfire capital,Otherton,Solar,2.5,2017,West Midlands
Rockfire capital,Outwood,Solar,5.0,2016,Eastern
Rockfire capital,Rolls Royce,Solar,3.2,2016,South West
Rockfire capital,Shuttleworth,Solar,4.1,2016,North West
Rockfire capital,Swindon Solar Farm,Solar,60.9,2016,South West
Rockfire capital,Trowle,Solar,5.0,2016,South West
Rockfire capital,Upper wick,Solar,5.0,2017,South West
Rockfire capital,Widehurst,Solar,5.0,2017,South East
Rockfire capital,Wilbees,Solar,5.0,2016,South East
Rockfire capital,Willersey ,Solar,3.8,2017,South West
Rockfire capital,Woodhouse,Solar,5.0,2017,West Midlands
Rockfire capital,Wrea Green,Solar,4.9,2017,North West
RWE Generation SE,Aberthaw B,Coal,"1,610.0",1971,Wales
RWE Generation SE,Aberthaw GT,Gas oil,51.0,1971,Wales
RWE Generation SE,Cowes,Gas oil,140.0,1982,South East
RWE Generation SE,Didcot B,CCGT,"1,550.0",1998,South East
RWE Generation SE,Didcot GT,Gas oil,100.0,1972,South East
RWE Generation SE,Great Yarmouth,CCGT,420.0,2001,East England
RWE Generation SE,Little Barford,CCGT,740.0,1995,East England
RWE Generation SE,Little Barford GT,Gas oil,17.0,2006,East England
RWE Generation SE,Markinch CHP *,Biomass_wood,65.0,2014,Scotland
RWE Generation SE,Pembroke,CCGT,"2,199.0",2012,Wales
RWE Generation SE,Staythorpe C,CCGT,"1,772.0",2010,East Midlands
Saltend Cogeneration Company Ltd,Saltend *,CCGT,"1,200.0",2000,Yorkshire & Humber
Scira Offshore Energy Ltd,Dudgeon BMU 1,Wind (offshore),108.0,2017,Eastern
Scira Offshore Energy Ltd,Dudgeon BMU 2,Wind (offshore),90.0,2017,Eastern
Scira Offshore Energy Ltd,Dudgeon BMU 3,Wind (offshore),102.0,2017,Eastern
Scira Offshore Energy Ltd,Dudgeon BMU 4,Wind (offshore),102.0,2017,Eastern
Scira Offshore Energy Ltd,Hywind BMU 1,Wind (offshore),30.0,2017,Scotland
Scira Offshore Energy Ltd,Sheringham Shoal BMU 1,Wind (offshore),158.0,2012,Eastern
Scira Offshore Energy Ltd,Sheringham Shoal BMU 2,Wind (offshore),158.0,2017,Eastern
Scotia wind,Barlockhart Moor Wind Energy Ltd,Wind,8.2,2013,Scotland
Scotia wind,Blantyre Muir Wind Energy Ltd,Wind,12.3,2013,Scotland
Scotia wind,Cairnborrow Wind Energy Ltd,Wind,10.0,2017,Scotland
Scotia wind,Carsington Wind Energy Ltd,Wind,8.2,2014,East Midlands
Scotia wind,Crimp Wind Power Ltd,Wind,2.4,2011,South West
Scotia wind,Flimby Wind Energy Ltd,Wind,6.2,2013,North West
Scotia wind,Scotia wind (Craigengelt) Ltd,Wind,20.0,2010,Scotland
Scotia wind,Sober Hill Wind Farm Ltd,Wind,12.3,2013,Yorkshire and Humber
Scotia wind,Capel Grange Solar Energy Ltd,Solar,5.0,2016,South East
Scottish power,Blackburn,CCGT,59.0,2011,North West
Scottish power,Damhead Creek,CCGT,805.0,2000,South East
Scottish power,Shoreham,CCGT,420.0,2000,South East
Scottish power,Rye House,CCGT,715.0,1993,East England
Scottish power,Arecleoch,Wind,120.0,2010,Scotland
Scottish power,Beinn an Tuirc I,Wind,29.7,2001,Scotland
Scottish power,Beinn an Tuirc II,Wind,43.7,2002,Scotland
Scottish power,Beinn Tharsuinn,Wind,29.8,2006,Scotland
Scottish power,Black Law,Wind,124.2,2005,Scotland
Scottish power,Black Law II,Wind,63.4,2017,Scotland
Scottish power,Callagheen,Wind,16.9,2006,Northern Ireland
Scottish power,Carland Cross RP,Wind,20.0,2013,South West
Scottish power,Clachan Flats,Wind,15.0,2009,Scotland
Scottish power,Coal Clough RP,Wind,16.0,1992,North West
Scottish power,Coldham,Wind,16.0,2005,Eastern
Scottish power,Corkey,Wind,5.0,1994,Northern Ireland
Scottish power,Cruach Mhor,Wind,29.8,2004,Scotland
Scottish power,Dersalloch,Wind,69.0,2016,Scotland
Scottish power,Dun Law I,Wind,17.2,2000,Scotland
Scottish power,Dun Law II,Wind,29.8,2009,Scotland
Scottish power,Elliot's Hill,Wind,5.0,1995,Northern Ireland
Scottish power,Ewe Hill I,Wind,13.8,2016,Scotland
Scottish power,Ewe Hill II,Wind,36.8,2017,Scotland
Scottish power,Glenapp,Wind,22.0,2016,Scotland
Scottish power,Green Knowes,Wind,27.0,2008,Scotland
Scottish power,Hagshaw Hill I,Wind,15.6,1995,Scotland
Scottish power,Hagshaw Hill II,Wind,26.0,1995,Scotland
Scottish power,Hare Hill (scotland),Wind,13.2,2004,Scotland
Scottish power,Hare Hill II,Wind,29.8,2016,Scotland
Scottish power,Harestanes,Wind,136.0,2013,Scotland
Scottish power,Kilgallioch ,Wind,239.0,2017,Scotland
Scottish power,Lynemouth,Wind,26.0,2012,North East
Scottish power,Mark Hill,Wind,56.0,2011,Scotland
Scottish power,Middleton,Wind,12.0,2013,Scotland
Scottish power,P&L,Wind,30.6,1993,Wales
Scottish power,Rigged Hill,Wind,5.0,1994,Northern Ireland
Scottish power,Wether Hill,Wind,18.2,2007,Scotland
Scottish power,Whitelee,Wind,322.0,2007,Scotland
Scottish power,Whitelee II,Wind,217.0,2013,Scotland
Scottish power,Wolf Bog,Wind,10.0,2007,Northern Ireland
Scottish power,Carsfad,Hydro,12.0,1936,Scotland
Scottish power,Drumjohn,Hydro,2.0,1985,Scotland
Scottish power,Earlstoun,Hydro,14.0,1936,Scotland
Scottish power,Glenlee,Hydro,24.0,1935,Scotland
Scottish power,Kendoon,Hydro,24.0,1936,Scotland
Scottish power,Tongland,Hydro,33.0,1935,Scotland
Scottish power,Bonnington,Hydro,11.0,1927,Scotland
Scottish power,Stonebyres,Hydro,6.0,1927,Scotland
Scottish Power,Cruachan,Pumped storage,440.0,1966,Scotland
Seabank Power Limited,Seabank,CCGT,"1,234.0",1998,South West
Sellafield Ltd,Fellside CHP *,CCGT,180.0,1995,North West
Sembcorp Utilities (UK) Ltd,Wilton GT *,Gas,120.0,1952,North East
Sembcorp Utilities (UK) Ltd,Wilton 10 *,Biomass_wood,38.0,2007,North East
SIMEC,Uskmouth power,Coal,363.0,1966,Wales
South East London Combined Heat & Power Ltd,SELCHP ERF *,Waste,35.0,1994,London
SSE,Aigas,Hydro,20.0,1962,Scotland
SSE,Culligran,Hydro,17.0,1962,Scotland
